id,title,type,description,release_year,age_certification,runtime,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres,production_countries,actors_list,directors_list,description_cleaned
tm406098,Battle,MOVIE,"Amalie is the girl who has everything, good looks, money, a boyfriend and a big talent of dancing. One day, her world falls apart and she moves from everything she knows. Then enter Mikael. He is dancing in the streets and Amalie joins him in dancing on the streets, dancing Battles.",2018,R,95,0,tt6854672,5.9,4248,11.416,6.4,"['drama', 'romance', 'music', 'european']","['NO', 'SE', 'DK', 'NL']","['Lisa Teige', 'Fabian Svegaard Tapia', 'Vebjørn Enger', 'Charlott Madeleine Utzig', 'Achmed Akkabi', 'Karen-Lise Mynster', 'Stig R. Amdam', 'Sofie Albertine Foss', 'Morad Aziman', 'Marius Vold', 'Lucas Lute', 'Sigyn Åsa Sætereng', 'Silje Marie Baltzersen', 'Bao Andre Nguyen']",['Katarina Launing'],amalie girl everything good look money boyfriend big talent dancing one day world fall apart move everything know enter mikael dancing street amalie join dancing street dancing battle
ts77405,Bad Guys: Vile City,SHOW,"Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.",2017,Unknown,64,1,tt12404980,5.9,30,8.626,8.0,"['action', 'comedy', 'animation', 'crime', 'drama']",['KR'],"['Yang Ik-june', 'Kim Moo-yul', 'Ju Jin-Mo', 'Song Young-chang', 'Ji Soo', 'Hong Ji-yoon', 'Ju Jin-mo', 'Park Joong-hoon']",['Han Dong-hwa'],ordered take villainous business leader control city prosecutor gather team men may clean
tm300056,Holy Goalie,MOVIE,A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,2018,Unknown,95,0,tt6197484,5.3,1634,10.107,5.5,"['comedy', 'sport', 'european']",['ES'],"['Karra Elejalde', 'Alain Hernández', 'El Langui', 'Macarena García', 'Tito Valverde', 'Joel Bosqued', 'Paco Rueda', 'Joaquín Núñez', 'Txema Blasco', 'Paco Sagarzazu']",['Curro Velázquez'],young priest coach team uncoordinated monk order win soccer tournament save monastery turned hotel
tm355666,Saving Capitalism,MOVIE,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,2017,Unknown,73,0,tt6185286,6.8,3213,4.267,6.6,['documentation'],['US'],['Robert Reich'],"['Jacob Kornbluth', 'Sari Gilman']",former secretary labor robert reich meet american walk life chronicle seismic shift nation economy
ts111582,The Platform,SHOW,"The Platform is a weekly variety show about stories. All kinds of people sharing all kinds of stories from all parts of the world. People, Places, Stories, Faces. With the right platform anything's possible, so it's super fun putting the show together each week with the goal of finding and sharing inspirational stories. The same goes with artists too. Finding talent and giving them the chance to not only play but share their story beforehand. Sometimes it's new talent, and other times it's names from the past that we all know and love. Everyone's got a story to tell - and The Platform is a space to share that with our audience.",2018,TV-14,45,2,tt8254954,5.4,8,6.821,6.9,['music'],['ES'],[],[],platform weekly variety show story kind people sharing kind story part world people place story face right platform anythings possible super fun putting show together week goal finding sharing inspirational story go artist finding talent giving chance play share story beforehand sometimes new talent time name past know love everyones got story tell platform space share audience
tm244292,Bibi & Tina: Perfect Pandemonium,MOVIE,"It's perfect pandemonium when Bibi and Tina meet a runaway boy with an attitude problem, who turns out to actually be a girl, named Adea.
 Adea‘s uncle is so narrow-minded and stubborn that even with all her magic spells, Bibi can't manage to get the two to reconcile.
 Meanwhile, Falkenstein Castle is being renovated, which is driving the Count to his wits' end. Especially since Alex is planning to hold a music festival at Falkenstein and is determined to go through with it over his father's objections.
 And if all that was not enough, Tina gets kidnapped. Despite the complete chaos, one thing is clear - in the end, real change comes from everybody working and pulling together, not by magic.",2017,Unknown,110,0,tt5950646,4.0,470,5.562,5.5,"['fantasy', 'action', 'family', 'comedy', 'drama', 'european']",['DE'],"['Lina Larissa Strahl', 'Lisa-Marie Koroll', 'Emilio Sakraya', 'Max von der Groeben', 'Lea van Acken', 'Louis Held', 'Michael Maertens', 'Winnie Böwe', 'Martin Seifert', 'Michael Ostrowski', 'Fabian Buch', 'Oktay Özdemir']",['Detlev Buck'],perfect pandemonium bibi tina meet runaway boy attitude problem turn actually girl named adea adeas uncle narrowminded stubborn even magic spell bibi cant manage get two reconcile meanwhile falkenstein castle renovated driving count wit end especially since alex planning hold music festival falkenstein determined go father objection enough tina get kidnapped despite complete chaos one thing clear end real change come everybody working pulling together magic
ts85126,The Degenerates,SHOW,Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,2018,Unknown,24,2,tt9077196,6.2,680,1.785,4.4,['comedy'],['US'],[],[],six standups explore coarse salacious side comedy series halfhour special mature audience
tm313712,Mom,MOVIE,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked free.",2017,Unknown,147,0,tt8771030,7.2,10522,8.553,7.6,"['drama', 'thriller', 'crime']",['IN'],"['Sridevi', 'Sajal Ali', 'Adnan Siddiqui', 'Nawazuddin Siddiqui', 'Akshaye Khanna', 'Adarsh Gourav', 'Abhimanyu Singh', 'Vikas Verma', 'Pitobash', 'Joy Badlani', 'Ivan Rodrigues', 'Riva Arora', 'Suparna Moitra']",['Ravi Udyawar'],stepdaughter sexually assaulted party furious mother set destroy life four perpetrator walked free
ts70631,Children of the Whales,SHOW,"Chakuro is the 14-year-old archivist of the Mud Whale, a nigh-utopian island that floats across the surface of an endless sea of sand. Nine in ten of the inhabitants of the Mud Whale have been blessed and cursed with the ability to use saimia, special powers that doom them to an early death. Chakuro and his friends have stumbled across other islands, but they have never met, seen, or even heard of a human who wasn't from their own. One day, Chakuro visits an island as large as the Mud Whale and meets a girl who will change his destiny.",2017,TV-14,24,1,tt7484994,7.0,1551,13.257,7.6,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],"['Natsuki Hanae', 'Manaka Iwami', 'Yuuichirou Umehara', 'Nobunaga Shimazaki', 'Mikako Komatsu', 'Daiki Yamashita', 'Hiroshi Kamiya']",[],chakuro yearold archivist mud whale nighutopian island float across surface endless sea sand nine ten inhabitant mud whale blessed cursed ability use saimia special power doom early death chakuro friend stumbled across island never met seen even heard human wasnt one day chakuro visit island large mud whale meet girl change destiny
tm359714,Christmas Inheritance,MOVIE,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",2017,Unknown,105,0,tt7608534,5.7,11720,13.655,6.3,"['romance', 'drama', 'comedy']",['US'],"['Eliza Taylor', 'Andie MacDowell', 'Jake Lacy', 'Ben Rosenbaum', 'Neil Crone', 'Michael Xavier', 'Lori Hallier', 'Anthony Sherwood', 'Mag Ruffman', 'Bill Lake', 'Laura Miyata', 'Martin Roach', 'Lindsay Leese', 'Joanna Douglas', 'Dash Dobrofsky', 'John Tench', 'Jonathan Langdon']",['Ernie Barbarash'],inherit father company socialite ellen must first visit small hometown learns value hard work helping others
tm336712,An Imperfect Murder,MOVIE,"Successful actress Vera Lockman thrashes during a nightmare in which she struggles with, shoots and kills her drug-dealer ex-boyfriend. Jolted awake, she reveals in her journal that the killing actually occurred the day before and that Sal, dead, lies in a trunk in her living room.",2017,R,71,0,tt6469960,3.2,1679,3.664,4.4,"['crime', 'thriller', 'drama']",['US'],"['Sienna Miller', 'Alec Baldwin', 'Charles Grodin', 'Colleen Camp', ""Oliver 'Power' Grant"", 'John Buffalo Mailer', 'Steven Prescod']",['James Toback'],successful actress vera lockman thrash nightmare struggle shoot kill drugdealer exboyfriend jolted awake reveals journal killing actually occurred day sal dead lie trunk living room
tm376015,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them.",2017,Unknown,22,0,tt7387224,5.8,451,13.946,7.1,"['scifi', 'animation', 'family', 'action', 'comedy', 'fantasy']",['US'],"['Trevor Devall', 'Jonathan Adams', 'Will Friedle', 'Jennifer Hale', 'Stan Lee', 'Vanessa Marshall', 'Kevin Michael Richardson', 'Isaac C. Singleton Jr.', 'David Sobolov', 'Cree Summer', 'James Arnold Taylor', 'Travis Willingham']",['Michael D. Black'],guardian mission deliver build stone avenger ravagers thanos underling steal
tm348010,Killing Hasselhoff,MOVIE,"A man in a high stakes celebrity death pool quickly loses everything - his business, his bank account, his home, his fiancé. He snaps, then realizes the only way to get his life back on track. He'll have to murder his own celebrity. He'll have to kill Hasselhoff.",2017,R,80,0,tt2967226,4.4,2682,5.635,4.6,['comedy'],['US'],"['Ken Jeong', 'David Hasselhoff', 'Justin Bieber', 'Mel B', 'Michael Winslow', 'Howie Mandel', 'Kid Cudi', 'Carlos PenaVega', 'Jon Lovitz', 'Rhys Darby', 'Flula Borg', 'Will Sasso', 'Jim Jefferies', 'Ron Funches', 'Rebecca Olejniczak', 'Irina Voronina', 'Colton Dunn', 'Rick Fox', 'Dan Bakkedahl', 'Gena Lee Nolin', ""Chelsea O'Toole"", 'Spice Williams-Crosby', 'Sarah Colonna', 'Jennifer Ikeda', 'Victor Turpin', 'Harry S. Murphy', 'Katy Stoll', 'Datari Turner', 'Rhian Paige', 'Master P']",['Darren Grant'],man high stake celebrity death pool quickly loses everything business bank account home fianc snap realizes way get life back track hell murder celebrity hell kill hasselhoff
ts83213,The Rise of Phoenixes,SHOW,"When a secret from the past rears its head, respected warrior Feng Zhiwei is forced to choose between revenge and her loyalty to ruling prince Ning Yi.",2018,TV-14,45,1,tt7052634,8.4,1492,8.456,8.1,"['drama', 'romance', 'history']",['CN'],"['Chen Kun', 'Ni Ni', 'Ni Dahong', 'Qu Gaowei', 'Bai Jingting', 'Wang Ou', 'Zhao Lixin', 'Yuan Hong', 'Zhang Xiaocheng', 'Mei Ting', 'Liu Mintao', 'Cao Lei']","['Yan Shen', '刘海波']",secret past rear head respected warrior feng zhiwei forced choose revenge loyalty ruling prince ning yi
tm238587,Shepherds and Butchers,MOVIE,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,2017,R,106,0,tt4627352,6.8,3357,6.814,6.5,"['drama', 'crime']","['US', 'DE', 'ZA']","['Steve Coogan', 'Andrea Riseborough', 'Garion Dowds', 'Marcel Van Heerden', 'Deon Lotz', 'Eduan van Jaarsveldt', 'Lauren Steyn', 'Robert Hobbs', 'Inge Beckmann', 'Brett Williams']",['Oliver Schmitz'],lawyer take case prison guard south africa traumatized execution he witnessed
tm372662,The Skin of the Wolf,MOVIE,"Martinón is the last inhabitant of Auzal, a village in the mountains where he lives in communion with nature. He only goes down to the valleys twice a year to trade and to buy provisions. But one day he’s convinced to take a wife, a decision intended to soften his calloused soul—but in some ways his real struggle is only just beginning.",2018,Unknown,110,0,tt6347150,5.8,3108,11.772,5.2,"['romance', 'thriller', 'drama', 'action', 'european']",['ES'],"['Mario Casas', 'Irene Escolar', 'Ruth Díaz', 'Quimet Pla', 'Paco Sagarzazu', 'Kandido Uranga']",['Samu Fuentes'],martinn last inhabitant auzal village mountain life communion nature go valley twice year trade buy provision one day he convinced take wife decision intended soften calloused soulbut way real struggle beginning
tm438994,The Holiday Calendar,MOVIE,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,2018,Unknown,94,0,tt8262802,5.7,10060,11.41,6.7,"['romance', 'comedy', 'family', 'drama', 'fantasy']",['US'],"['Kat Graham', 'Quincy Brown', 'Ethan Peck', 'Ron Cephas Jones', 'Genelle Williams', 'Laura de Carteret', 'Kevin Hanchard', 'Ali Hassan', 'Rodrigo Fernandez-Stoll', 'Romaine Waite', 'Jaeda Owens', 'Nicola Correia Damude', 'Derry Robinson', 'Molly Lewis']",['Bradley Walsh'],talented photographer stuck deadend job inherits antique advent calendar may predicting future pointing toward love
ts82419,Zac & Mia,SHOW,"""Zac and Mia"", based on the novel by A.J. Betts, about 2 teens battling cancer in the same hospital. In the real world, Zac and Mia would have pretty much nothing in common, but in the hospital, where they're the only 2 teens on the ward, they develop an unbreakable bond. If cancer is the variable that changed everything, the only constant is their ever-deepening need for one another.",2017,TV-14,20,2,tt7487358,7.8,628,1.741,8.0,['drama'],['US'],"['Anne Winters', 'Kian Lawley']",['Jason Perlman'],zac mia based novel aj betts teen battling cancer hospital real world zac mia would pretty much nothing common hospital theyre teen ward develop unbreakable bond cancer variable changed everything constant everdeepening need one another
tm279585,Deidra & Laney Rob a Train,MOVIE,"After their mother ends up in jail, two sisters turn to train robbery in order to support their family.",2017,Unknown,92,0,tt4144332,6.0,1913,6.666,5.7,"['drama', 'comedy', 'crime']",['US'],"['Ashleigh Murray', 'Rachel Crow', 'Tim Blake Nelson', 'David Sullivan', 'Danielle Nicolet', 'Sasheer Zamata', 'Missi Pyle', 'Sharon Lawrence', 'Arturo Castro', 'Myko Olivier', 'Kinna McInroe', 'Brooke Markham', 'Monica Moore Smith', 'Deborah Lee Douglas', 'Gerry Garcia', 'Mario DeAngelis', 'Cj Strong', 'Chad Wright', 'Tua Kealoha', 'Kami Christiansen', 'Nick Moceri', 'Ashlyn Brooke Anderson', 'Lance Gray', 'Griffin Childers', 'Catherine Griffiths Auger', 'Danna Louisa Wilson', 'Don Hudson', 'Gage Chandler', 'John Forker', 'Amanda Corbett']",['Sydney Freeland'],mother end jail two sister turn train robbery order support family
tm270987,Sahara,MOVIE,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,2017,Unknown,86,0,tt5246762,5.5,2802,20.636,5.894,"['animation', 'comedy', 'family', 'action', 'romance', 'drama', 'european']","['CA', 'FR']","['Omar Sy', 'Louane Emera', 'Franck Gastambide', 'Vincent Lacoste', 'Ramzy Bedia', 'Clovis Cornillac', 'Jean Dujardin', 'Reem Kherici', 'Jonathan Lambert', 'Sabrina Ouazani', 'Mathilde Seigner', 'Michaël Youn', 'Roschdy Zem', 'Elana Dunkelman', 'Arthur Holden', 'Andrew Shaver', 'Matthew Stefiuk', 'Grand Corps Malade', 'Marie-Claude Pietragalla', 'Richard Dumont']",['Pierre Coré'],young cobra scorpion best friend go journey across sahara desert save newfound love
tm374216,Take Your Pills,MOVIE,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more -- faster and better. But at what cost?",2018,Unknown,87,0,tt7983844,6.3,5151,11.496,6.6,['documentation'],['US'],"['Eben Britton', 'Dr. Wendy Brown']",['Alison Klayman'],hypercompetitive world drug like adderall offer student athlete coder others way faster better cost
